video_id,title,description,published_at,view_count,like_count,dislike_count,comment_count,Month
OUZoRT_T0Rg,Eminem - Don’t Front (feat. Buckshot) [Official Audio],"Eminem - Don’t Front (feat. Buckshot)

Listen: https://eminem.lnk.to/MMLP2Expanded
Spotify: https://eminem.lnk.to/MMLP2Expanded/spoitfy
Apple Music: https://eminem.lnk.to/MMLP2Expanded/applemusic
Amazon: https://eminem.lnk.to/MMLP2Expanded/amazonmusic

https://www.eminem.com/
https://www.facebook.com/eminem
https://twitter.com/eminem
https://www.instagram.com/eminem/

https://www.shadyrecords.com/
https://www.facebook.com/ShadyRecords/
https://twitter.com/shadyrecords
https://www.instagram.com/shadyrecords/

#Eminem #MMLP2 #DontFront",2023-11-07 17:58:43+00:00,3683373,178379,0,11057,11
kzxnrgelES8,Discombobulated [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:56:19+00:00,2930908,60016,0,3281,6
4Rc1x2nww1U,Thus Far - Interlude [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:55:46+00:00,657748,5765,0,190,6
ktEROM95JXo,Zeus (feat. White Gold) [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:55:16+00:00,4926224,71273,0,3160,6
ANzYzZOQOLk,Killer [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:54:41+00:00,1965344,33158,0,1043,6
7o1bslaG4h0,She Loves Me [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:54:06+00:00,1108930,22191,0,809,6
qPYx6QNENXo,Key - Skit [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:53:36+00:00,501488,9408,0,461,6
kfERO0-jdtw,These Demons (feat. MAJ) [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:52:58+00:00,1330254,26310,0,856,6
MXivkoMg_WE,Higher [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:52:20+00:00,1550222,26845,0,880,6
stqBp63EZ10,Gnat [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:51:47+00:00,1351916,26411,0,1089,6
jkhdzOK0JtQ,Guns Blazing (feat. Dr Dre & Sly Pyper) [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:51:14+00:00,1432047,26126,0,801,6
aaizv9m616c,Favorite Bitch (feat. Ty Dolla $ign) [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:50:25+00:00,1500428,28441,0,979,6
rHZSSzjZLBs,Book of Rhymes (feat. DJ Premier) [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:49:49+00:00,2940858,46282,0,2329,6
9yttueXMFs8,Tone Deaf [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 01:49:03+00:00,2186592,40538,0,1992,6
Bq6T0a2o6Lw,Alfred's Theme [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-22 00:01:52+00:00,1957333,44994,0,2319,6
ijZwWUo_be4,Black Magic (feat. Skylar Grey) [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-21 23:59:57+00:00,3855218,81538,0,2845,6
xVpiQQsq44Y,Alfred - Intro [Official Audio],"From the album Music To Be Murdered By – Side B (Deluxe Edition), out now: https://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2023-06-21 23:57:36+00:00,2221645,29128,0,1349,6
NI4qHvsjz7I,Eminem - Won't Back Down (Ft. P!nk) [Lyric Video] ft. P!nk,"Eminem - Won't Back Down (Ft. P!nk)
Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #P!nk #WontBackDown

Music video by Eminem performing Won't Back Down (Lyric Video). © 2022 Aftermath Records

http://vevo.ly/h3xQWL",2022-09-12 16:00:13+00:00,9814770,281877,0,11230,9
Zl64MRAqQxk,"Eminem, 50 Cent - Is This Love ('09) [Visualizer]","Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2
http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

Directed By:  Richard Selvi
Production Company:  Swiss Made Entertainment
Creative Director: James Larese 
Commissioners: Vincenza Conticchio & Kathy Angstadt 

#Eminem #50Cent #IsThisLove?

Music video by Eminem, 50 Cent performing Is This Love ('09) (Visualizer). © 2022 Marshall B. Mathers III

http://vevo.ly/Z77KXU",2022-09-06 16:00:31+00:00,8786135,297266,0,9309,9
cE2E6bj0Hg4,"Eminem, Snoop Dogg - From The D 2 The LBC (VMAs)","“Curtain Call 2” Out Now: https://eminem.lnk.to/CurtainCall2
Spotify: https://eminem.lnk.to/CurtainCall2/spotify
Apple Music: https://eminem.lnk.to/CurtainCall2/applemusic
Amazon Music: https://eminem.lnk.to/CurtainCall2/amazonmusic

https://www.eminem.com/
https://www.facebook.com/eminem
https://twitter.com/eminem
https://www.instagram.com/eminem/

#Eminem #SnoopDogg #VMAs

http://vevo.ly/hlaDH2",2022-09-05 18:48:18+00:00,2534027,129941,0,5049,9
OiBSeGoc9FQ,Eminem - Rap God (Mr. Cii Remix) [Official Audio],"Eminem - Rap God (Mr. Cii Remix)
Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #MrCii #RapGod

Music video by Eminem performing Rap God (Mr. Cii Remix/Audio). © 2022 Aftermath Records

http://vevo.ly/d9YfND",2022-08-11 01:13:13+00:00,2496740,105085,0,6231,8
qaba5mffrcw,Eminem ft. 50 Cent - Is This Love (’09) [Official Audio],"Eminem ft. 50 Cent - Is This Love (’09)
Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #50Cent #IsThisLove

Music video by Eminem, 50 Cent performing Is This Love ('09) (Audio). © 2022 Marshall B. Mathers III

http://vevo.ly/mp4MX1",2022-08-11 01:12:24+00:00,2860787,105709,0,4968,8
vs-Bsqt5ooQ,Eminem - Cinderella Man (Lyric Video),"Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

Dir. Stefano Bertelli
Asst. dir. Riccardo Orlandi
Animation Studio: www.seenfilm.com
www.instagram.com/seen_film

#Eminem #CinderellaMan #CurtainCall2

Music video by Eminem performing Cinderella Man (Lyric Video). © 2022 Aftermath Records

http://vevo.ly/y4X6l0",2022-08-10 16:00:41+00:00,11760797,302796,0,9496,8
_wN3wl473M0,"Eminem, Dr. Dre, & 50 Cent - Crack A Bottle (Official Music Video)","REMASTERED IN HD!
Official Music Video for Crack A Bottle performed by Eminem, Dr. Dre & 50 Cent.

Listen to ""Curtain Call 2"": 
https://Eminem.lnk.to/CurtainCall2

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

© 2022 Aftermath Records

#Eminem #DrDre #50Cent #Remastered",2022-08-01 16:00:22+00:00,18438517,492447,0,17532,8
7MO_hy5NyIw,Eminem & Snoop Dogg Interview | Forgotten Beach Scene,"Eminem & Snoop Dogg Interview | Forgotten Beach Scene | #shorts

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2022-07-25 15:28:04+00:00,3623742,300542,0,3679,7
RjrA-slMoZ4,Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video],"Eminem & Snoop Dogg - From The D 2 The LBC
Listen: https://eminem.lnk.to/FromTheD2TheLBC

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #SnoopDogg #FromTheD2TheLBC

Music video by Eminem, Snoop Dogg performing From The D 2 The LBC. © 2022 Marshall B. Mathers III

http://vevo.ly/gJGvEY",2022-06-24 04:00:15+00:00,109069535,2674289,0,102045,6
EksSDDte7EM,"Eminem ft. CeeLo Green - ""The King And I""","Eminem ft. CeeLo Green - ""The King And I""

Listen now: https://eminem.lnk.to/TheKingAndI

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2022-06-16 17:25:04+00:00,5484965,216411,0,15340,6
li_Z2HypUw8,50 million subscribers and counting,"Eminem | 50 Million YouTube Subscribers | #shorts

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2022-01-11 17:01:34+00:00,9691522,840701,0,15295,1
4haurn3S8z8,"Skylar Grey, Polo G, Mozzy, Eminem - Last One Standing (Lyric Video)","Listen to Last One Standing, from the film Venom: Let There Be Carnage
https://VenomCarnage.lnk.to/LastOneSt...
 
http://eminem.com
http://facebook.com/eminem  
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
 
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com   
 
#SkylarGrey #PoloG #Mozzy #Eminem #VenomCarnage #LastOneStanding

Check out Skylar Grey’s ‘Partly Cloudy with a Chance of Tears': https://youtu.be/FKa8gX_drLg

Music video by Skylar Grey, Polo G, Mozzy, Eminem performing Last One Standing (Lyric Video). © 2021 Aftermath Records

http://vevo.ly/DxU3lf",2021-10-19 16:00:02+00:00,57975520,894670,0,19295,10
DlOMEMFkyIk,Eminem - Venom (Remix/Audio),"Music video by Eminem performing Venom (Remix/Audio). © 2021 Marshall B. Mathers III, under exclusive license to Interscope Records

http://vevo.ly/xSdxAQ",2021-10-07 01:42:30+00:00,11523444,387486,0,15449,10
gXH7_XaGuPc,"Skylar Grey - Last One Standing ft. Polo G, Mozzy, & Eminem [Official Audio]","Listen to Last One Standing, from the film Venom: Let There Be Carnage
https://VenomCarnage.lnk.to/LastOneStanding
 
http://eminem.com
http://facebook.com/eminem  
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com
 
http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com   
 
#SkylarGrey #PoloG #Mozzy #Eminem #VenomCarnage #LastOneStanding

Check out Skylar Grey’s ‘Partly Cloudy with a Chance of Tears': https://youtu.be/FKa8gX_drLg

Music video by Skylar Grey, Polo G, Mozzy, Eminem performing Last One Standing (Audio). © 2021 Aftermath Records

http://vevo.ly/UnJl4I",2021-09-30 04:00:13+00:00,39507614,854185,0,37189,9
Q4JCbKDQsks,"Mom's Spaghetti Restaurant - Opening 9/29/21 - Detroit, MI","Mom's Spaghetti Restaurant - Opening 9/29/21 - Detroit, MI

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2021-09-28 00:02:11+00:00,2937713,153978,0,8612,9
FVeZcM6tBQU,"Eminem - Killer (Remix) [Official Audio] ft. Jack Harlow, Cordae","Eminem - “Killer (Remix)” ft. Jack Harlow & Cordae
https://Eminem.lnk.to/KillerRemix

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #KillerRemix #JackHarlow #Cordae",2021-05-28 04:00:12+00:00,31454883,635530,0,35606,5
RkZQzzNkcXo,Eminem - Alfred's Theme (Lyric Video),"Eminem - Alfred's Theme (Lyric Video)

Eminem’s new album MUSIC TO BE MURDERED BY - SIDE B (DELUXE EDITION) 
http://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

#Eminem #AlfredsTheme

Music video by Eminem performing Alfred’s Theme (Lyric Video). © 2020 Marshall B. Mathers III

http://vevo.ly/Sek4SS",2021-05-05 16:00:26+00:00,18253635,515972,0,26225,5
qleJpzB4q7A,Eminem - Tone Deaf (Lyric Video),"Eminem - Tone Deaf (Lyric Video)
Director: Randy Chriz
Production: Meraki United

Eminem’s new album MUSIC TO BE MURDERED BY - SIDE B (DELUXE EDITION) 
http://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2021-03-05 19:40:13+00:00,23300331,928530,0,83910,3
jfobiCq0YUc,Eminem - Higher (Official Video) Explicit,"Eminem - Higher (Official Music Video)

Eminem’s new album MUSIC TO BE MURDERED BY - SIDE B (DELUXE EDITION) http://smarturl.it/MTBMBDLX

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

Music video by Eminem performing Higher. © 2021 Marshall B. Mathers III, under exclusive license to Interscope Records",2021-01-23 19:36:17+00:00,34165202,1354378,0,73471,1
3qFvCPmee8U,Eminem - Godzilla (Lyric Video) ft. Juice WRLD,"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords

Directed by Kyle Cogan
Video by SIMIAN.LA
Animators: Kyle Cogan, Brad Chmielewski, Logan Hennessy, Ryan Perea, Logan Powaski


Music video by Eminem performing Godzilla (Lyric Video). © 2020 Marshall B. Mathers III

http://vevo.ly/eobcXG",2020-03-04 05:00:00+00:00,62177759,1425952,0,45586,3
hlFOLS7vKaQ,Premonition - Intro [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:50:21+00:00,19632795,214956,0,8866,1
MHZGOJ1kysc,Unaccommodating (feat. Young M.A) [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:50:16+00:00,20098892,205175,0,11386,1
RnNJ7uVR7hM,"You Gon' Learn (feat. Royce Da 5'9"" & White Gold) [Official Audio]","From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:50:08+00:00,25391832,224494,0,8957,1
cmxdavhOg0Q,In Too Deep [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:50:00+00:00,9486303,92526,0,2934,1
o6BYffaYzL4,Those Kinda Nights (feat. Ed Sheeran) [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:56+00:00,18576876,191941,0,3978,1
9XvXF1LrWgA,Godzilla (feat. Juice WRLD) [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:50+00:00,120795929,1393543,0,52957,1
skn7T_XPQnY,Darkness [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:42+00:00,8656650,98169,0,3946,1
ftujE679Wx0,Leaving Heaven (feat. Skylar Grey) [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:37+00:00,16934015,157833,0,5104,1
BZ09A39xECk,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun) [Official Audio]","From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:31+00:00,7970828,72996,0,4582,1
yf52IpdAZKg,Stepdad [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:26+00:00,8041693,87080,0,5300,1
0WkIZwM5_vc,Marsh [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:22+00:00,13148167,125398,0,5021,1
H5v-FO-jMS0,Never Love Again [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:16+00:00,16730174,274346,0,4723,1
7jR65jnUyvA,Lock It Up (feat. Anderson .Paak) [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:49:11+00:00,16918831,167961,0,6330,1
trmoIfUVctQ,Little Engine [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:47:37+00:00,7477762,72831,0,3173,1
HSADF70r-a8,Farewell [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:47:32+00:00,6486319,80223,0,3136,1
RuEJucg1boQ,No Regrets (feat. Don Toliver) [Official Audio],"From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:47:20+00:00,10427775,110446,0,3824,1
qZp5gf9xgnE,"I Will (feat. KXNG Crooked, Royce da 5'9"" & Joell Ortiz) [Official Audio]","From the album Music To Be Murdered By, out now: https://smarturl.it/MTBMB

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords",2020-01-28 13:47:12+00:00,11885243,115249,0,6937,1
RHQC4fAhcbU,Eminem - Darkness (Official Video),"Eminem’s new album MUSIC TO BE MURDERED BY http://smarturl.it/MTBMB

https://eminem.com/darkness

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com


Music video by Eminem performing Darkness. © 2020 Marshall B. Mathers III, under exclusive license to Interscope Records",2020-01-17 05:00:06+00:00,65199498,1943042,0,122723,1
rkU_t3aQU3c,"‘Shazam' Trailer Ft. ""My Name Is""","Check out ""My Name Is"" in the trailer for Shazam, the superhero adventure starring Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, and Djimon Hounsou. Directed by David F. Sandberg.
 
Release date: April 5th, 2019

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com",2019-03-04 17:23:24+00:00,5780961,298236,0,11435,3
p28xueW134o,Eminem - Good Guy (Behind The Scenes) ft. Jessie Reyez,"Watch the official video for Good Guy: http://youtu.be/X-TkrWpO75k

From the album Kamikaze, out now: http://shady.sr/Kamikaze

http://eminem.com
http://facebook.com/eminem
http://twitter.com/eminem
http://instagram.com/eminem
http://eminem.tumblr.com

http://shadyrecords.com
http://facebook.com/shadyrecords
http://twitter.com/shadyrecords
http://instagram.com/shadyrecords
http://trustshady.tumblr.com


Music video by Eminem performing Good Guy (Behind The Scenes). © 2019 Aftermath Records

http://vevo.ly/mAYITl",2019-02-01 05:00:02+00:00,4528704,136886,0,5340,2
